HighestPathway	HigherPathway	Pathway	KO
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02187
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02206
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02373
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02580
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02649
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02833
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K02861
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03083
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03099
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03156
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03158
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03171
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03173
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03174
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03175
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03237
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03250
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K03456
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04354
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04357
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04361
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04364
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04365
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04366
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04368
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04369
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04371
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04377
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04382
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04389
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04390
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04398
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04399
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04451
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04456
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04467
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04503
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04687
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04692
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04693
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04696
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04706
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04724
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04726
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04734
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K04735
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05130
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05131
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05401
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05410
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05411
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05414
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05415
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K05842
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06087
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06088
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06508
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06618
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06620
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06625
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06630
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K06698
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K07209
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K07210
Human Diseases	Infectious disease: viral	05160 Hepatitis C (112)	K07211
