HighestPathway	HigherPathway	Pathway	KO
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21181
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21182
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21184
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21185
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21188
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21191
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21192
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21195
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21196
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21202
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21203
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21204
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21205
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21207
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21219
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21220
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21221
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21222
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21223
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21224
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21225
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21227
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21228
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21231
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21254
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21255
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21256
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21257
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21258
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21259
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21260
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21261
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21262
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21263
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21271
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21272
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21279
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21289
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21292
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21297
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21301
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21302
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21307
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21308
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21309
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21310
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21317
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21318
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21319
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21320
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21321
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21322
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21328
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21344
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21345
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21354
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21359
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21360
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21362
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21371
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21374
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21379
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21418
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21425
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21428
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21456
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21464
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21465
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21466
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21469
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21477
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21479
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21480
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21539
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21540
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21568
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21574
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21607
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21610
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21611
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21612
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21618
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21619
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21620
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21621
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21622
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21623
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21636
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21639
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21647
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21648
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21672
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21680
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21681
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21692
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21693
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21721
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21722
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21723
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21724
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21749
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21750
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21778
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21779
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21780
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21781
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21782
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21783
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21784
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21785
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21786
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21787
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21791
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21792
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21793
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21795
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21797
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21798
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21801
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21836
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21840
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21883
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21888
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21898
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21925
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21926
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K21949
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22002
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22003
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22004
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22005
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22011
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22012
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22015
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22026
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22065
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22081
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22082
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22083
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22084
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22085
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22086
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22087
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22089
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22093
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22094
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22095
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22096
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22097
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22098
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22099
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22100
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22101
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22102
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22113
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22114
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22133
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22185
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22186
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22187
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22199
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22203
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22207
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22208
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22210
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22211
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22212
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22214
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22215
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22223
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22224
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22225
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22226
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22227
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22229
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22230
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22231
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22232
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22233
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22251
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22252
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22268
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22269
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22283
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22284
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22292
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22305
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22311
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22316
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22327
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22328
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22329
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22330
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22337
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22345
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22353
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22354
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22355
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22356
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22357
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22358
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22359
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22360
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22361
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22362
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22373
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22387
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22389
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22391
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22392
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22393
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22394
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22395
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22396
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22397
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22410
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22417
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22427
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22433
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22437
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22450
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22451
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22457
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22458
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22470
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22473
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22474
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22476
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22477
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22478
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22480
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22481
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22482
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22492
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22502
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22515
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22516
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22539
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22540
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22541
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22548
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22549
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22550
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22568
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22588
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22596
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22598
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22600
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22601
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22602
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22622
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22676
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22677
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22699
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22706
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22715
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22716
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22717
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22748
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22769
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22770
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22798
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22799
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22800
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22801
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22802
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22813
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22831
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22842
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22846
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22847
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22848
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22849
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22879
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22881
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22896
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22897
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22898
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22899
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22911
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22912
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22913
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22920
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22925
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22926
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22933
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22934
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22935
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22949
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22954
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22955
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22956
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22957
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22966
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22968
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22969
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22982
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22993
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22994
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22997
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K22998
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23003
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23004
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23005
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23006
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23007
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23037
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23082
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23083
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23094
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23095
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23109
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23120
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23121
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23122
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23123
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23124
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23144
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23146
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23157
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23158
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23159
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23169
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23170
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23179
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23180
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23232
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23233
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23234
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23257
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23259
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23264
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23265
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23269
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23270
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23276
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23304
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23359
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23362
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23370
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23371
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23372
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23373
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23374
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23375
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23385
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23393
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23446
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23447
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23451
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23458
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23462
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23470
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23485
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23486
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23492
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23529
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23550
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23558
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23646
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23647
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23665
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23666
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23667
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23668
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23669
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23670
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23671
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23672
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23673
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23700
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23727
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23734
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23735
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23736
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23737
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23741
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23750
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23756
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23763
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23790
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23825
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23862
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23975
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23976
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23977
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23987
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23990
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23992
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23995
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K23999
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24000
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24007
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24008
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24009
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24010
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24011
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24012
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24017
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24018
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24034
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24042
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24071
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24102
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24136
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24137
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24138
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24182
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24189
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24204
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24221
